seed,enhanced,basic,ablation_imv
51,NoGeometry,NoOrientation,0.04060536342292723
51,NoConcentration,FullFeatures,-0.025957212154205666
51,NoConcentration,NoGeometry,-0.002379447279020636
51,NoConcentration,NoConcentration,0.0
51,NoConcentration,NoMoments,-0.024552400811158052
51,NoConcentration,NoOrientation,0.03812929782239627
51,NoMoments,FullFeatures,-0.0014401709986429014
51,NoMoments,NoGeometry,0.022731055518077952
51,NoMoments,NoConcentration,0.02517039442362175
51,NoMoments,NoMoments,0.0
51,NoMoments,NoOrientation,0.06425942171130347
51,NoOrientation,FullFeatures,-0.061732686006484225
51,NoOrientation,NoGeometry,-0.03902090537892435
51,NoOrientation,NoConcentration,-0.03672885246797018
51,NoOrientation,NoMoments,-0.06037947177200074
51,NoOrientation,NoOrientation,0.0
