basic,mean,std
UniGRU,0.01211576189504094,0.03711232402015912
OneLayer,0.005900101863903639,0.04433456377616827
NoAttention,-0.005464753039599752,0.03322634052717816
MeanPoolMLP,0.3599011295686991,0.0423395818619342
