basic,mean,std
NoConv2,0.009919794544879571,0.016610069253427524
NoHidden,8.49641067554501e-05,0.014546685815248107
NoDropout,-0.0028027492925225507,0.012326219954150728
Linear,0.12943652583771656,0.04814226272540606
