n_total,n_test,imv,calls_per_batch,median_ms,q25_ms,q75_ms,iqr_ms,us_per_observation
1000,300,0.2815927176865249,5000,0.07804879420436919,0.07749928159173577,0.07974030240438879,0.0022410208126530107,0.2601626473478973
10000,3000,0.2789395246102539,2000,0.12419614900136366,0.12403789203381166,0.12451429502107203,0.00047640298726037145,0.04139871633378789
100000,30000,0.30252922662887216,500,0.71906005195342,0.7164380340836942,0.7267754541244358,0.010337420040741563,0.023968668398447336
1000000,300000,0.30250998915037364,50,6.986959218047559,6.940880520269275,7.260277338791639,0.3193968185223639,0.02328986406015853
