seed,model,class,multi_imv,brier_loss,accuracy,precision,recall
42,logistic_regression,0,0.10034730715592684,0.010731784020005285,0.9854529424729997,0.9425196850393701,0.905446293494705
42,logistic_regression,1,0.039836101769716074,4.5513365542042466e-05,0.9999265300124899,1.0,0.9980842911877394
42,logistic_regression,2,0.12804502057041772,0.011188940060303158,0.9851590625229594,0.933252427184466,0.943558282208589
42,logistic_regression,3,0.32489806064757343,0.03039265165872575,0.958269047094262,0.922771152754117,0.9165256627185561
42,logistic_regression,4,0.15696774639471636,0.010191307157998217,0.987069282198222,0.9553014553014553,0.9533195020746889
42,logistic_regression,5,0.16566108412524688,0.011757119231781167,0.9847182425978988,0.9495798319327731,0.9477059694129255
42,logistic_regression,6,0.2066349848247932,0.03728575458286347,0.9471750789802366,0.8546059933407325,0.8763277693474962
42,xgboost,0,0.10119173552813181,0.009632977402275205,0.987069282198222,0.9455676516329704,0.9198184568835098
42,xgboost,1,0.0398152649233888,0.0001231296418544834,0.9998530600249798,0.9961832061068703,1.0
42,xgboost,2,0.12888792988519643,0.010423789717936751,0.9858937623980604,0.9394865525672371,0.9429447852760736
42,xgboost,3,0.3274592687611373,0.028980273646040593,0.9571669972816105,0.9080143211236574,0.9297800338409475
42,xgboost,4,0.1576849936911023,0.00965533412011691,0.9875835721107927,0.9611955951756685,0.9507261410788381
42,xgboost,5,0.16706985794087884,0.010751508593261452,0.9853794724854896,0.954726368159204,0.9467192895905279
42,xgboost,6,0.2100037932276931,0.03465782912530467,0.9501138784806407,0.8739014138326328,0.8676024279210925
42,lightgbm,0,0.1012342924797188,0.009501222834938037,0.9878039820733231,0.9480620155038759,0.9251134644478064
42,lightgbm,1,0.039651385339795765,0.00022033989915962065,0.9997795900374697,0.9961759082217974,0.9980842911877394
42,lightgbm,2,0.128819061739551,0.010335810393517332,0.9867754022481816,0.9426129426129426,0.947239263803681
42,lightgbm,3,0.3269516568601598,0.029340712986195276,0.9576078172066711,0.9090658583631854,0.9303440496333897
42,lightgbm,4,0.15749725344387516,0.009606813701961005,0.9879509220483432,0.9622641509433962,0.9522821576763485
42,lightgbm,5,0.1667359729663535,0.011105617922521295,0.9856733524355301,0.9521224086870681,0.9516526887025161
42,lightgbm,6,0.20951458677546353,0.03490028598081684,0.9508485783557417,0.8787061994609164,0.8657056145675266
43,logistic_regression,0,0.10037117860745848,0.010707174899192378,0.9852325325104695,0.9423835832675612,0.903177004538578
43,logistic_regression,1,0.03984230218307601,2.4115007964404424e-05,1.0,1.0,1.0
43,logistic_regression,2,0.12802715703659046,0.011203318423934194,0.9850855925354493,0.9326864766525167,0.943558282208589
43,logistic_regression,3,0.324741226113227,0.030477932753647508,0.9581221071192418,0.9222474460839954,0.9165256627185561
43,logistic_regression,4,0.15708820725610206,0.010088165542855106,0.9872896921607524,0.9558441558441558,0.9543568464730291
43,logistic_regression,5,0.1656368221711411,0.011877786067772199,0.9844978326353685,0.9481737413622903,0.9477059694129255
43,logistic_regression,6,0.20656468742864864,0.037360173873957986,0.9473954889427669,0.8558191252779836,0.875948406676783
43,xgboost,0,0.10132275780133757,0.00946578318902094,0.9868488722356917,0.9426800929512006,0.9205748865355522
43,xgboost,1,0.039804376570277036,0.0001574007004015786,0.9997795900374697,0.9961759082217974,0.9980842911877394
43,xgboost,2,0.12892161806557778,0.010291001460036205,0.986334582323121,0.941320293398533,0.9447852760736196
43,xgboost,3,0.3274039505083788,0.029053647050820253,0.9570200573065902,0.9081885856079405,0.9289340101522843
43,xgboost,4,0.1576403169193227,0.009688258091361864,0.9875101021232826,0.9602094240837696,0.9512448132780082
43,xgboost,5,0.16689235659611568,0.010968743269989745,0.9846447726103886,0.9513406156901688,0.9452392698569314
43,xgboost,6,0.2095227561543788,0.03487510733336059,0.9495995885680699,0.8735632183908046,0.8649468892261002
43,lightgbm,0,0.10140134187025929,0.009345899444192677,0.9875835721107927,0.9444872783346183,0.926626323751891
43,lightgbm,1,0.03980143398303945,0.00014308698027775123,0.9998530600249798,0.9980842911877394,0.9980842911877394
43,lightgbm,2,0.12908161981680352,0.010057173172784243,0.9871427521857321,0.9454990814451929,0.947239263803681
43,lightgbm,3,0.3267567649572299,0.02932491446936639,0.9578282271692014,0.9095920617420066,0.9306260575296108
43,lightgbm,4,0.1574613793213985,0.009671506617479612,0.9879509220483432,0.9632352941176471,0.9512448132780082
43,lightgbm,5,0.16661703977165343,0.011147713678367624,0.9851590625229594,0.9537543510691199,0.946225949679329
43,lightgbm,6,0.20923608891424633,0.03474809502374166,0.9513628682683124,0.8772935779816514,0.8706373292867982
44,logistic_regression,0,0.10047079391103164,0.010544806959169784,0.9856733524355301,0.9426551453260016,0.9077155824508321
44,logistic_regression,1,0.039837292672601964,3.987233138507303e-05,1.0,1.0,1.0
44,logistic_regression,2,0.12811453827016944,0.011044490838604343,0.9852325325104695,0.9338190649666059,0.943558282208589
44,logistic_regression,3,0.3247980701114324,0.030476486117184155,0.9584159870692822,0.9228149829738933,0.9170896785109983
44,logistic_regression,4,0.15712974384233552,0.009992747607727505,0.987069282198222,0.9553014553014553,0.9533195020746889
44,logistic_regression,5,0.16593394687655413,0.011651012937239821,0.984865182572919,0.950965824665676,0.9472126295017267
44,logistic_regression,6,0.20664530650261753,0.03727013186866958,0.9478363088678274,0.8564026646928201,0.877845220030349
44,xgboost,0,0.10129349262563218,0.009428491844316577,0.9875101021232826,0.9492979719188768,0.9205748865355522
44,xgboost,1,0.03980811865745508,0.00015338606013369692,0.9997795900374697,0.9961759082217974,0.9980842911877394
44,xgboost,2,0.12906443547884258,0.010071916365819951,0.9861141723605907,0.9390615478366849,0.945398773006135
44,xgboost,3,0.3272146929227505,0.02930949846728287,0.9565792373815296,0.9087136929460581,0.9263959390862944
44,xgboost,4,0.1576321706611288,0.009599320627275946,0.9878039820733231,0.9607740585774058,0.9528008298755186
44,xgboost,5,0.16717216766831497,0.010670857246228937,0.9859672323855705,0.9558093346573983,0.9496793290577208
44,xgboost,6,0.20970663716624313,0.0348130670222853,0.9498934685181104,0.8723323170731707,0.868361153262519
44,lightgbm,0,0.10114455587606233,0.009669662452674492,0.987069282198222,0.9455676516329704,0.9198184568835098
44,lightgbm,1,0.03979159844953215,0.00017983164061142914,0.9997795900374697,0.9980806142034548,0.9961685823754789
44,lightgbm,2,0.12896669096872299,0.010257531679485185,0.9866284622731614,0.9447174447174447,0.943558282208589
44,lightgbm,3,0.32676708841182533,0.029735079959288983,0.9559180074939387,0.9064569536423841,0.9263959390862944
44,lightgbm,4,0.15733910992646244,0.009849694849492831,0.9872162221732422,0.9562955254942768,0.9533195020746889
44,lightgbm,5,0.1670899034535948,0.010817878928969142,0.98559988244802,0.9543424317617866,0.9486926492353231
44,lightgbm,6,0.20897274114356706,0.03557477655720536,0.9487914187054588,0.8707456978967495,0.8638088012139605
45,logistic_regression,0,0.1005653571996465,0.010488705971154757,0.9861141723605907,0.9450117831893166,0.9099848714069592
45,logistic_regression,1,0.039839720539314435,2.6628154109988358e-05,1.0,1.0,1.0
45,logistic_regression,2,0.12812018704189404,0.011056451039926233,0.9853794724854896,0.9349544072948328,0.943558282208589
45,logistic_regression,3,0.3248337654650828,0.030375396853164288,0.9579016971567115,0.9214629997164729,0.9165256627185561
45,logistic_regression,4,0.15695724231631858,0.01019922090938796,0.987069282198222,0.9538860103626943,0.9548755186721992
